id,user_id,items,total_price,status,created_at,updated_at
3c6ab698-7926-4033-bde8-4dbdd164124d,d5777910-84ac-4ac9-84a0-0819ad960378,"[{""id"":""1781453481622"",""name"":""Softer Bar Chocolate Bar"",""price"":30,""details"":""SKU: QLS-0013 • ₹30.00"",""quantity"":2},{""id"":""1781453511950"",""name"":""Lay's India's Magic Masala Chips"",""price"":20,""details"":""SKU: QLS-0030 • ₹20.00"",""quantity"":3}]",120,processed,2026-03-29 12:00:00+00,2026-03-29 12:30:00+00
3d50164c-73ae-4202-b252-cfb1a7d8131b,760f1105-bd02-4459-9a91-f39959531378,"[{""id"":""1781453481521"",""name"":""Lay's American Style Cream and Onion Chips"",""price"":20,""details"":""SKU: QLS-0004 • ₹20.00"",""quantity"":2},{""id"":""1781453511849"",""name"":""Boost Health Drink"",""price"":255,""details"":""SKU: QLS-0027 • ₹255.00"",""quantity"":1}]",295,processed,2026-03-20 10:00:00+00,2026-03-20 10:30:00+00
414f56cd-12a4-4ed0-859f-d130ffe1dd96,d5777910-84ac-4ac9-84a0-0819ad960378,"[{""id"":""1781453481621"",""name"":""Softer Bar Chocolate Bar"",""price"":30,""details"":""SKU: QLS-0013 • ₹30.00"",""quantity"":2},{""id"":""1781453511949"",""name"":""Lay's India's Magic Masala Chips"",""price"":20,""details"":""SKU: QLS-0030 • ₹20.00"",""quantity"":3}]",120,processed,2026-03-15 12:00:00+00,2026-03-15 12:30:00+00
43b395ca-db32-485c-a1f7-7780db7036e0,760f1105-bd02-4459-9a91-f39959531378,"[{""id"":""1781453481524"",""name"":""Lay's American Style Cream and Onion Chips"",""price"":20,""details"":""SKU: QLS-0004 • ₹20.00"",""quantity"":2},{""id"":""1781453511852"",""name"":""Boost Health Drink"",""price"":255,""details"":""SKU: QLS-0027 • ₹255.00"",""quantity"":1}]",295,processed,2026-04-22 10:00:00+00,2026-04-22 10:30:00+00
5c25e95a-dd37-468e-b064-61b9e929c7a0,760f1105-bd02-4459-9a91-f39959531378,"[{""id"":""1781453481525"",""name"":""Lay's American Style Cream and Onion Chips"",""price"":20,""details"":""SKU: QLS-0004 • ₹20.00"",""quantity"":2},{""id"":""1781453511853"",""name"":""Boost Health Drink"",""price"":255,""details"":""SKU: QLS-0027 • ₹255.00"",""quantity"":1}]",295,processed,2026-05-02 10:00:00+00,2026-05-02 10:30:00+00
60455e0d-4dd1-4ec6-be16-0897173aedfb,d5777910-84ac-4ac9-84a0-0819ad960378,"[{""id"":""1781453481626"",""name"":""Softer Bar Chocolate Bar"",""price"":30,""details"":""SKU: QLS-0013 • ₹30.00"",""quantity"":2},{""id"":""1781453511954"",""name"":""Lay's India's Magic Masala Chips"",""price"":20,""details"":""SKU: QLS-0030 • ₹20.00"",""quantity"":2}]",100,processed,2026-05-25 12:00:00+00,2026-05-25 12:30:00+00
6188f97e-0edd-43bc-a349-7fb47fb233c7,c629cd54-64b7-4f07-bd21-68f39d86892e,"[{""id"":""QLS-0012"",""name"":""Snickers Chocolate Bar"",""price"":40,""details"":""Added by Qless Assistant"",""imageUrl"":"""",""quantity"":2},{""id"":""QLS-0032"",""name"":""Nestle KitKat Chunky White"",""price"":70,""details"":""Added by Qless Assistant"",""imageUrl"":"""",""quantity"":1},{""id"":""QLS-0010"",""name"":""Maggi Chicken Noodles"",""price"":15,""details"":""Recipe Ingredient: 1 packet"",""imageUrl"":"""",""quantity"":1}]",165,processed,2026-06-20 11:19:05.83338+00,2026-06-20 16:55:14.016+00
662db668-1510-4f74-9a13-85707b7b9b87,760f1105-bd02-4459-9a91-f39959531378,"[{""id"":""1781453481520"",""name"":""Lay's American Style Cream and Onion Chips"",""price"":20,""details"":""SKU: QLS-0004 • ₹20.00"",""imageUrl"":""https://hwvkfsjhzjuqkqhuqtsg.supabase.co/storage/v1/object/public/product-images/Lay's%20American%20Style%20Cream%20and%20Onion%20Chips.webp"",""quantity"":1},{""id"":""1781453511848"",""name"":""Boost Health Drink"",""price"":255,""details"":""SKU: QLS-0027 • ₹255.00"",""imageUrl"":""https://hwvkfsjhzjuqkqhuqtsg.supabase.co/storage/v1/object/public/product-images/Boost%20Health%20Drink.webp"",""quantity"":2},{""id"":""1781453557308"",""name"":""Horlicks Classic Malt Health Drink"",""price"":249,""details"":""SKU: QLS-0015 • ₹249.00"",""imageUrl"":""https://hwvkfsjhzjuqkqhuqtsg.supabase.co/storage/v1/object/public/product-images/Horlicks%20Classic%20Malt%20Health%20Drink.webp"",""quantity"":1},{""id"":""1781453585358"",""name"":""Softer Bar Chocolate Bar"",""price"":30,""details"":""SKU: QLS-0013 • ₹30.00"",""imageUrl"":""https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200&auto=format&fit=crop"",""quantity"":1}]",809.0,processed,2026-06-14 16:11:27.446832+00,2026-06-14 21:44:02.549241+00
6759da9a-5023-474f-beee-e2f3c573e38b,760f1105-bd02-4459-9a91-f39959531378,"[{""id"":""1781453481527"",""name"":""Lay's American Style Cream and Onion Chips"",""price"":20,""details"":""SKU: QLS-0004 • ₹20.00"",""quantity"":3},{""id"":""1781453511855"",""name"":""Boost Health Drink"",""price"":255,""details"":""SKU: QLS-0027 • ₹255.00"",""quantity"":1}]",315,processed,2026-05-24 10:00:00+00,2026-05-24 10:30:00+00
6a542ffb-6495-4f50-a474-2ce8cb35742b,760f1105-bd02-4459-9a91-f39959531378,"[{""id"":""1781517661877"",""name"":""Snickers Almond Chocolate Bar"",""price"":50,""details"":""SKU: QLS-0003 • ₹50.00"",""imageUrl"":""https://hwvkfsjhzjuqkqhuqtsg.supabase.co/storage/v1/object/public/product-images/Snickers%20Almond%20Chocolate%20Bar.webp"",""quantity"":3},{""id"":""1781713542883"",""name"":""Lay's American Style Cream and Onion Chips"",""price"":20,""details"":""SKU: QLS-0004 • ₹20.00"",""imageUrl"":""https://hwvkfsjhzjuqkqhuqtsg.supabase.co/storage/v1/object/public/product-images/Lay's%20American%20Style%20Cream%20and%20Onion%20Chips.webp"",""quantity"":3}]",210,processed,2026-06-17 16:26:13.142522+00,2026-06-18 23:43:44.025+00
7a7e7951-7e31-4d7e-bc17-7fdb06f33ba9,760f1105-bd02-4459-9a91-f39959531378,"[{""id"":""1781453481526"",""name"":""Lay's American Style Cream and Onion Chips"",""price"":20,""details"":""SKU: QLS-0004 • ₹20.00"",""quantity"":1},{""id"":""1781453511854"",""name"":""Boost Health Drink"",""price"":255,""details"":""SKU: QLS-0027 • ₹255.00"",""quantity"":1}]",275,processed,2026-05-12 10:00:00+00,2026-05-12 10:30:00+00
7aa762e3-5976-4fb5-beee-9a5fc880c7eb,760f1105-bd02-4459-9a91-f39959531378,"[{""id"":""1781453481523"",""name"":""Lay's American Style Cream and Onion Chips"",""price"":20,""details"":""SKU: QLS-0004 • ₹20.00"",""quantity"":1},{""id"":""1781453511851"",""name"":""Boost Health Drink"",""price"":255,""details"":""SKU: QLS-0027 • ₹255.00"",""quantity"":1}]",275,processed,2026-04-10 10:00:00+00,2026-04-10 10:30:00+00
7bc84717-ac14-4128-a5a3-7bf9a87542a9,760f1105-bd02-4459-9a91-f39959531378,"[{""id"":""1781424218978"",""name"":""Nestle KitKat Chunky White"",""price"":70,""details"":""SKU: QLS-0032 • ₹70.00"",""imageUrl"":""https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200&auto=format&fit=crop"",""quantity"":1}]",70,processed,2026-06-14 08:03:41.187697+00,2026-06-14 13:33:54.624+00
7cc11a2d-32a4-424a-b8e2-28eb99fe0d74,760f1105-bd02-4459-9a91-f39959531378,"[{""id"":""1781517661877"",""name"":""Snickers Almond Chocolate Bar"",""price"":50,""details"":""SKU: QLS-0003 • ₹50.00"",""imageUrl"":""https://hwvkfsjhzjuqkqhuqtsg.supabase.co/storage/v1/object/public/product-images/Snickers%20Almond%20Chocolate%20Bar.webp"",""quantity"":3},{""id"":""1781713542883"",""name"":""Lay's American Style Cream and Onion Chips"",""price"":20,""details"":""SKU: QLS-0004 • ₹20.00"",""imageUrl"":""https://hwvkfsjhzjuqkqhuqtsg.supabase.co/storage/v1/object/public/product-images/Lay's%20American%20Style%20Cream%20and%20Onion%20Chips.webp"",""quantity"":3}]",210.0,processed,2026-06-18 18:51:34.195214+00,2026-06-18 18:51:34.195214+00
